"q_index10","question","gold_answer","predicted_answer","language","llm","embedding","top_k","latency_total_ms","latency_retrieval_ms","latency_generation_ms","prompt_tokens","completion_tokens","total_tokens","tokens_per_sec","gold_score_0_10","gold_feedback","factual_consistency_0_10","hallucination_rate_0_1","groundedness_pred_0_1","retrieval_support_gold_0_1","groundedness_mode_pred","retrieval_support_mode_gold","groundedness_requested","source_file"
"4","What is Homer Simpson’s job?","Safety inspector at the nuclear plant","After episode 3, Homer Simpson's job is a nuclear safety inspector.","en","mistral","nomic-embed-text","3","13289.94","2044.83","11245.1","338","20","358","14.536008782656506","8.5","While you got most of it right, 'safety inspector' is a more concise way to describe Homer's job.","9.04","0.096","0.904","0.761","semantic","semantic","semantic","results_mistral_nomic_embed_text_en_k3.csv"
"5","In which episode is Homer mistaken for Bigfoot?","The Call of the Simpsons (S01E07)","The character Homer is mistaken for Bigfoot in ""The Call of the Simpsons,"" Episode 7 of Season 1.","en","mistral","nomic-embed-text","3","14091.03","2126.43","11964.58","342","28","370","13.7352226786186","9.5","The system answer is almost identical to the gold answer, only missing the 'S01E07' notation. Excellent effort!","9.29","0.071","0.929","0.905","semantic","semantic","semantic","results_mistral_nomic_embed_text_en_k3.csv"
"6","What does Bart do to impress the cool kids in “The Telltale Head”?","Cut off the head of Jebediah Springfield’s statue","In ""The Telltale Head"", Bart impresses the cool kids by cutting off Jebediah Springfield's statue's head.","en","mistral","nomic-embed-text","3","14234.24","2057.67","12176.56","342","31","373","13.730439494094426","8.5","System answer is close but lacks the exact quote 'Jebediah Springfield's statue'","9.26","0.074","0.926","0.845","semantic","semantic","semantic","results_mistral_nomic_embed_text_en_k3.csv"
"7","Who helps Bart fight Nelson in “Bart the General”?","Grandpa Abe and Herman","Grandpa and Herman help Bart fight Nelson in ""Bart the General"".","en","mistral","nomic-embed-text","3","13093.45","2072.87","11020.57","338","17","355","15.197632244655418","6.4","While the student correctly mentioned Grandpa and Herman helping Bart fight Nelson, they missed the key detail of who exactly Grandpa is - Abe Simpson.","8.8","0.12","0.88","0.784","semantic","semantic","semantic","results_mistral_nomic_embed_text_en_k3.csv"
"8","What side job does Homer take at Christmas in the pilot episode?","Santa Claus at a mall","Homer takes a job as a mall Santa at Christmas.","en","mistral","nomic-embed-text","3","12938.18","2059.93","10878.24","356","14","370","14.215797223431412","9.5","Close, but 'Santa Claus at a mall' is the gold standard","8.61","0.139","0.861","0.778","semantic","semantic","semantic","results_mistral_nomic_embed_text_en_k3.csv"
"9","What compromising photo does Bart take in “Homer’s Night Out”?","A photo of Homer dancing with a dancer","Bart takes a compromising photo of Homer at a party with multiple women.","en","mistral","nomic-embed-text","3","13223.98","2090.83","11133.13","350","17","367","13.86736501629252","2.5","The system answer is close but not quite accurate; while Bart does take a compromising photo of Homer, it's not specified that multiple women are involved","8.69","0.131","0.869","0.832","semantic","semantic","semantic","results_mistral_nomic_embed_text_en_k3.csv"
"10","Who actually commits the robbery in “Krusty Gets Busted”?","Sideshow Bob","Sideshow Bob commits the robbery in ""Krusty Gets Busted"".","en","mistral","nomic-embed-text","3","13430.97","2081.39","11349.56","359","19","378","13.451402666252081","9.5","System answer matches gold answer exactly, but includes unnecessary words.","8.73","0.127","0.873","0.762","semantic","semantic","semantic","results_mistral_nomic_embed_text_en_k3.csv"
"1","¿Quién es el ídolo de Lisa?","Bleeding Gums Murphy","Bleeding Gums Murphy es el ídolo de Lisa.","es","mistral","nomic-embed-text","3","11219.42","34.2","11185.21","412","15","427","13.803970187473558","9.5","La respuesta coincide con la correcta, excepto por la palabra 'es'.","9.05","0.095","0.905","0.812","semantic","semantic","semantic","results_mistral_nomic_embed_text_es_k3.csv"
"2","¿Qué instrumento toca Lisa?","Saxofón","En el contexto proporcionado, no se menciona que Lisa toca un instrumento específico. Sin embargo, en posteriores episodios de la serie, Lisa comienza a tocar el saxofón.","es","mistral","nomic-embed-text","3","16170.41","2062.83","14107.57","409","53","462","13.298530994083258","6.5","La respuesta es parcialmente correcta ya que no se menciona en el contexto proporcionado que Lisa toca un instrumento específico. Sin embargo, la información adicional proporcionada sobre la serie animada sugiere que Lisa comienza a tocar el saxofón.","8.78","0.122","0.878","0.723","semantic","semantic","semantic","results_mistral_nomic_embed_text_es_k3.csv"
"3","¿Cómo se llama el perro de Bart?","Santa’s Little Helper","En el contexto proporcionado, no hay información sobre el nombre del perro de Bart.","es","mistral","nomic-embed-text","3","13907.86","2063.91","11843.94","414","24","438","13.777101424150455","0.0","La respuesta no menciona el nombre del perro de Bart, lo que es incorrecto.","8.44","0.156","0.844","0.748","semantic","semantic","semantic","results_mistral_nomic_embed_text_es_k3.csv"
"4","¿En qué trabaja Homer Simpson?","Inspector de seguridad en la planta nuclear","En el contexto proporcionado, no se menciona un empleo regular que tenga Homer, solo que en el episodio 1 de la temporada 1 toma un trabajo como Santa Claus.","es","mistral","nomic-embed-text","3","15619.75","2076.8","13542.94","410","51","461","14.570841574667991","1.5","La respuesta no es correcta, solo hace referencia a un episodio y no menciona el empleo regular de Homer Simpson como Inspector de seguridad en la planta nuclear","9.07","0.093","0.907","0.755","semantic","semantic","semantic","results_mistral_nomic_embed_text_es_k3.csv"
"5","¿En qué episodio Homer es confundido con Big Foot?","The Call of the Simpsons (S01E07)","El episodio en el que Homer es confundido con Big Foot no se menciona en los contextos proporcionados.","es","mistral","nomic-embed-text","3","14673.29","2072.21","12601.07","428","31","459","12.905247673350365","0.0","La respuesta no menciona el episodio correcto, 'The Call of the Simpsons' (S01E07), en el que Homer es confundido con Big Foot.","8.79","0.121","0.879","0.86","semantic","semantic","semantic","results_mistral_nomic_embed_text_es_k3.csv"
"6","¿Qué hace Bart para impresionar a los chicos populares en “The Telltale Head”?","Cortar la cabeza de la estatua de Jebediah Springfield","Corta la cabeza de la estatua de Jebediah Springfield.","es","mistral","nomic-embed-text","3","13735.25","2072.18","11663.06","428","20","448","13.399091608584396","10.0","Respuesta exacta con los mismos detalles","8.64","0.136","0.864","0.864","semantic","semantic","semantic","results_mistral_nomic_embed_text_es_k3.csv"
"7","¿Quién ayuda a Bart a enfrentarse a Nelson en “Bart the General”?","El abuelo Abe y Herman","Abuelo y Herman ayudan a Bart.","es","mistral","nomic-embed-text","3","13071.53","2111.81","10959.71","423","13","436","14.687788459691625","6.5","La respuesta contiene la mayoría de los nombres correctos, pero no todos. Faltó el nombre completo del abuelo.","8.71","0.129","0.871","0.84","semantic","semantic","semantic","results_mistral_nomic_embed_text_es_k3.csv"
"8","¿Qué trabajo extra toma Homer en Navidad en el episodio piloto?","Santa Claus en un centro comercial","Santa Claus","es","mistral","nomic-embed-text","3","12459.2","2061.86","10397.33","433","4","437","16.826320403427857","2.5","La respuesta es incorrecta, pero se acerca a la solución correcta. Homer toma un trabajo extra en Navidad para ser Santa Claus en un centro comercial, no simplemente 'Santa Claus'.","8.16","0.184","0.816","0.809","semantic","semantic","semantic","results_mistral_nomic_embed_text_es_k3.csv"
"9","¿Qué fotografía comprometedora toma Bart en “Homer’s Night Out”?","Una foto de Homer bailando con una bailarina","La fotografía comprometedora que toma Bart en ""Homer's Night Out"" es una de Homer en una fiesta, lo que le afecta su relación con Marge.","es","mistral","nomic-embed-text","3","15397.57","2094.21","13303.34","416","43","459","13.264265378095725","2.5","La respuesta del sistema es parcialmente correcta al mencionar que Bart toma una fotografía comprometedora en 'Homer's Night Out', pero no describe la imagen adecuada. La foto en realidad es de Homer bailando con una bailarina, no solo una fiesta.","9.52","0.048","0.952","0.878","semantic","semantic","semantic","results_mistral_nomic_embed_text_es_k3.csv"
"10","¿Quién realmente comete el robo en “Krusty Gets Busted”?","Sideshow Bob","Bob, según el contexto proporcionado.","es","mistral","nomic-embed-text","3","13206.46","2106.39","11100.06","444","14","458","14.337675191029039","2.0","La respuesta es incorrecta. Sideshow Bob es el verdadero culpable del robo en 'Krusty Gets Busted', no Bob.","8.29","0.171","0.829","0.77","semantic","semantic","semantic","results_mistral_nomic_embed_text_es_k3.csv"
